title,authors,year,venue,citations,url,abstract
Solving Graph Coloring Problem Using an Enhanced Binary Dragonfly Algorithm,"Karim Baiche, Yassine Meraihi, M. Hina, A. Ramdane-Cherif, Mohammed Mahseur",2019.0,International Journal of Swarm Intelligence Research,12,https://www.semanticscholar.org/paper/2513786dd6802ad07173f18daefec8b4c9753cad,"The graph coloring problem (GCP) is one of the most interesting classical combinatorial optimization problems in graph theory. It is known to be an NP-Hard problem, so many heuristic algorithms have been employed to solve this problem. In this article, the authors propose a new enhanced binary dragonfly algorithm to solve the graph coloring problem. The binary dragonfly algorithm has been enhanced by introducing two modifications. First, the authors use the Gaussian distribution random selection method for choosing the right value of the inertia weight w used to update the step vector (∆X). Second, the authors adopt chaotic maps to determine the random parameters s, a, c, f, and e. The aim of these modifications is to improve the performance and the efficiency of the binary dragonfly algorithm and ensure the diversity of solutions. The authors consider the well-known DIMACS benchmark graph coloring instances to evaluate the performance of their algorithm. The simulation results reveal the effectiveness and the successfulness of the proposed algorithm in comparison with some well-known algorithms in the literature."
A Study of Evaluation Functions for the Graph K-Coloring Problem,"D. Porumbel, Jin-Kao Hao, P. Kuntz",2007.0,Artificial Evolution,12,https://www.semanticscholar.org/paper/1632a4773e3f95999eec404aac9a7ae8bb478308,
A new approach for scheduling independent tasks with multiple modes,"M. Caramia, S. Giordani",2009.0,J. Heuristics,12,https://www.semanticscholar.org/paper/c635d000fcb60707cc9a031472d3bcff52df9f86,
Pervasive and Mobile Computing,"Lilia Paradis, Qi Han",,,11,https://www.semanticscholar.org/paper/01b3093f7d08bc145c968ab0af5fc737b596fa61,
Heuristic algorithms and learning techniques: applications to the graph coloring problem,D. Porumbel,2011.0,4OR,11,https://www.semanticscholar.org/paper/2bc83ec50df0a1ac4e53c60acc7d54fb1f820f8d,
Linear Scan Register Allocation for the Java HotSpot™ Client Compiler,Christian Wimmer,2004.0,,11,https://www.semanticscholar.org/paper/5c7d16072b3fe01d0772f86b1c9106451d27f008,
Applications of Statistical Mechanics to Combinatorial Search Problems,T. Hogg,1995.0,,11,https://www.semanticscholar.org/paper/a26f773987fba39b144cf854bcb624742edfb156,
Solution Methods for a Scheduling Problem with Incompatibility and Precedence Constraints,"François-Xavier Meuwly, B. Ries, N. Zufferey",2010.0,Algorithmic Operations Research,11,https://www.semanticscholar.org/paper/0a04afdaa932cd5dee1b43a9ad8a615aaaa8c034,
Graph Coloring with Quantum Annealing,"Julia Kwok, K. Pudenz",2020.0,,11,https://www.semanticscholar.org/paper/c80a8554d7e70f244d946c234986546f68ee0f49,We develop a heuristic graph coloring approximation algorithm that uses the D-Wave 2X as an independent set sampler and evaluate its performance against a fully classical implementation. A randomly generated set of small but hard graph instances serves as our test set. Our performance analysis suggests limited quantum advantage in the hybrid quantum-classical algorithm. The quantum edge holds over multiple metrics and suggests that graph problem applications are a good fit for quantum annealers.
SAT-boosted Tabu Search for Coloring Massive Graphs,"André Schidler, Stefan Szeider",2023.0,ACM Journal of Experimental Algorithmics,11,https://www.semanticscholar.org/paper/4d867a319578d42920112525407e7af3312a3278,"Graph coloring is the problem of coloring the vertices of a graph with as few colors as possible, avoiding monochromatic edges. It is one of the most fundamental NP-hard computational problems. For decades researchers have developed exact and heuristic methods for graph coloring. While methods based on propositional satisfiability (SAT) feature prominently among these exact methods, the encoding size is prohibitive for large graphs. For such graphs, heuristic methods have been proposed, with tabu search among the most successful ones. In this article, we enhance tabu search for graph coloring within the SAT-based local improvement (SLIM) framework. Our hybrid algorithm incrementally improves a candidate solution by repeatedly selecting small subgraphs and coloring them optimally with a SAT solver. This approach scales to dense graphs with several hundred thousand vertices and over 1.5 billion edges. Our experimental evaluation shows that our hybrid algorithm beats state-of-the-art methods on large dense graphs."
Scheduling earth observation activities in LEO satellites using graph coloring problem,"Arezoo Sarkheyli, Bahman Ghorbani Vaghei, R. Askari Moghadam, A. Bagheri",2010.0,International Symposium on Telecommunications,10,https://www.semanticscholar.org/paper/c95f133f33e366e99ff6e10a229cabc0c5864296,
Graph Coloring Using Coupled Oscillator-Based Dynamical Systems,"A. Mallick, M. K. Bashar, D. Truesdell, B. Calhoun, S. Joshi, N. Shukla",2021.0,International Symposium on Circuits and Systems,10,https://www.semanticscholar.org/paper/3475d0637a3d1641cf2af0544ed3e9380f6d1f21,"Graph coloring is a NP-hard problem, and computing the solution on a digital computer entails an exponential increase in the computing resources (time, memory) with increasing problem size. This has motivated the search for alternate and more efficient non-Boolean approaches. Here, we experimentally demonstrate the solution to this problem using the phase dynamics of coupled oscillators. Using a 30-oscillator IC platform with reconfigurable all-to-all coupling and minimal post-processing, our approach achieves 98% accuracy in detecting (near-) optimal solutions within 1 color of the optimal solution in comparison to the 77% accuracy achieved with the heuristic Johnson algorithm. Additionally, we propose a new local search-based post-processing scheme to improve the quality of the coloring solution. Finally, using circuit simulations, we demonstrate the scalability and speed up (~ 100×) achievable with the above approach in larger graphs."
Partitioning of ECE schemes components based on modified graph coloring algorithm,"V. Kureichik, V. Kureichik, D. Zaruba",2014.0,East-West Design & Test Symposium,10,https://www.semanticscholar.org/paper/1ad228f008ceffd720f841db2839be11a056dd5c,
A matheuristic approach for the $b$-coloring problem using integer programming and a multi-start multi-greedy randomized metaheuristic,"Rafael A. Melo, Michell F. Queiroz, M. C. Santos",2021.0,European Journal of Operational Research,10,https://www.semanticscholar.org/paper/18e1f87a18e0b68cb4e074a44b1758c1d4b2e3ce,"Given a graph $G=(V,E)$, the $b$-coloring problem consists in attributing a color to every vertex in $V$ such that adjacent vertices receive different colors, every color has a $b$-vertex, and the number of colors is maximized. A $b$-vertex is a vertex adjacent to vertices colored with all used colors but its own. The $b$-coloring problem is known to be NP-Hard and its optimal solution determines the $b$-chromatic number of $G$, denoted $\chi_b(G)$. This paper presents an integer programming formulation and a very effective multi-greedy randomized heuristic which can be used in a multi-start metaheuristic. In addition, a matheuristic approach is proposed combining the multi-start multi-greedy randomized metaheuristic with a MIP (mixed integer programming) based local search procedure using the integer programming formulation. Computational experiments establish the proposed multi-start metaheuristic as very effective in generating high quality solutions, along with the matheuristic approach successfully improving several of those results. Moreover, the computational results show that the multi-start metaheuristic outperforms a state-of-the-art hybrid evolutionary metaheuristic for a subset of the large instances which were previously considered in the literature. An additional contribution of this work is the proposal of a benchmark instance set, which consists of newly generated instances as well as others available in the literature for classical graph problems, with the aim of standardizing computational comparisons of approaches for the $b$-coloring problem in future works."
Graph-Coloring Based Spectrum Sharing for V2V communication,"Shuang Xiao, Wenzao Li, Lingling Yang, Zhan Wen",2020.0,UK/China Emerging Technologies,10,https://www.semanticscholar.org/paper/1686c506068418cdfa82e294120fd0c5a7921285,"V2V communication is always combined with cellular network and device-to-device (D2D) communication. The vehicles transmitting with a cellular base station (BS) can realize the vehicle-to-infrastructure (V2I) based on the uplink channels and infrastructure-to-vehicle (I2V) communication based on the downlink channels. The clustering methods are widely applicated on V2V communication to improve spectrum utilization. Meanwhile, the information transmission of vehicles needs enough capacity. And V2V links are vulnerable to the outage case caused by the high mobility of vehicles. To guarantee the capacity of all links and V2V stability for transmission requirements, we propose a heuristic Graph-Coloring Based Spectrum Sharing (GCSS) scheme based on both traceable slow-varying large scale fading information. The GCSS algorithm is divided into two sub-problems, including the power control considering the V2V outage probability and the graph-coloring clustering algorithm. Importantly, the allocated optimal power is calculated by V2I and I2V spectrum reusing formulation. The graph-coloring clustering method includes the available color channel building of each V2V link, the interference graph of the V2V links and the improved heuristic clustering algorithm. The simulation results show that the GCSS scheme improves the system capacity, the cellular capacity, and the V2V clusters capacity compared with the heuristic clustering algorithm."
A Heuristic Algorithm for Static Wavelength Assignment in WDM Optical Networks,"U. Biswas, M. K. Naskar, A. Mukhopadhyay, U. Maulik",2005.0,,10,https://www.semanticscholar.org/paper/33ca69820127c200fd84811e83a333eb58f7fd33,
Parallel Graph Coloring Algorithms for Distributed GPU Environments,"Ian Bogle, E. Boman, K. Devine, S. Rajamanickam, George M. Slota",2021.0,Parallel Computing,10,https://www.semanticscholar.org/paper/205ed33c58801479c62f4755048a22dad4a6642c,"Graph coloring is often used in parallelizing scientific computations that run in distributed and multi-GPU environments; it identifies sets of independent data that can be updated in parallel. Many algorithms exist for graph coloring on a single GPU or in distributed memory, but to the best of our knowledge, hybrid MPI+GPU algorithms have been unexplored until this work. We present several MPI+GPU coloring approaches based on the distributed coloring algorithms of Gebremedhin et al. and the shared-memory algorithms of Deveci et al. . The on-node parallel coloring uses implementations in KokkosKernels, which provide parallelization for both multicore CPUs and GPUs. We further extend our approaches to compute distance-2 and partial distance-2 colorings, giving the first known distributed, multi-GPU algorithm for these problems. In addition, we propose a novel heuristic to reduce communication for recoloring in distributed graph coloring. Our experiments show that our approaches operate efficiently on inputs too large to fit on a single GPU and scale up to graphs with 76.7 billion edges running on 128 GPUs."
